approvedSymbol	targetId	pathways	pathwayTerms	neuroFluxSubset	totalScoreNorm	neuroFluxTarget	geneticAD	maxPhase	isDrugTarget	UMAP 1	UMAP 2	cluster	clusterManual	clusterName3Words	clusterNameReactome	clusterNameGOBP	prioritised
UCP1	ENSG00000109424	R-HSA-1266738	Developmental Biology	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.308059625	1	0		0	-0.10228936	26.043112	8		Developmental / Biology	Developmental Biology	positive regulation of RNA metabolic process	0
ZNF335	ENSG00000198026	R-HSA-1266738	Developmental Biology	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.267716238	1	0		0	-0.9350551	26.852175	8		Developmental / Biology	Developmental Biology	positive regulation of RNA metabolic process	0
KIR3DL2	ENSG00000240403	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-11.247817	-9.596287	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
LILRA5	ENSG00000187116	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-12.123773	-8.564718	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
LILRB1	ENSG00000104972	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-11.312424	-8.522767	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
LILRB5	ENSG00000105609	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-11.372075	-9.276943	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
PILRA	ENSG00000085514	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-11.404067	-8.909925	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
PILRB	ENSG00000121716	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-11.860751	-8.734781	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
SIGLEC8	ENSG00000105366	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.387207495	1	0		0	-11.712751	-9.093274	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
TREML1	ENSG00000161911	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-11.603445	-8.781012	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
TREML2	ENSG00000112195	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-11.987277	-9.2509365	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
TREML4	ENSG00000188056	R-HSA-198933; R-HSA-1280218; R-HSA-168256	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Adaptive Immune System; Immune System		0	0	1		0	-12.133848	-9.394266	9		Immune / Immunoregulatory / Interactions	Immunoreg. inter. b. Lymphoid and non-Lymphoid cell	immune response-regulating signaling pathway*	0
DZIP3	ENSG00000198919	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.267716238	1	0		0	-0.4310485	-11.740545	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
FBXL22	ENSG00000197361	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System		0	0	1		0	-0.18549953	-11.926469	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
FBXO11	ENSG00000138081	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System		0	0	1		0	-0.7904943	-11.868901	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
FBXO44	ENSG00000132879	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.195840437	1	0		0	-0.5208888	-12.292105	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
HLA-DMB	ENSG00000242574	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-1.0729259	-11.989174	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
HLA-DRB5	ENSG00000198502	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"SORL1.null, AD_MIX"	0.191662769	1	0		0	0.06382733	-12.064995	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	1
KLHL5	ENSG00000109790	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"APP.V717I, AD_IND, AD_MONO.MIX, AD_MIX"	0.352446402	1	0		0	-1.055571	-12.400821	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	1
LRR1	ENSG00000165501	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System		0	0	1		0	-0.3773562	-11.773517	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
MRC1	ENSG00000260314	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System		0	0	1		0	-0.80284387	-11.48694	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
OSBPL1A	ENSG00000141447	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.139353661	1	0		0	0.27871868	-11.469312	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
SEC61G	ENSG00000132432	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System		0	0	1		0	0.091547236	-12.151775	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
TRIM36	ENSG00000152503	R-HSA-168256; R-HSA-1280218	Immune System; Adaptive Immune System		0	0	1		0	-0.27014005	-12.632695	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
UBA6	ENSG00000033178	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-0.8948084	-11.403142	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
UBE2E3	ENSG00000170035	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-0.19432299	-11.434127	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
UBE2Q2	ENSG00000140367	R-HSA-1280218; R-HSA-168256	Adaptive Immune System; Immune System	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-0.15543945	-12.465484	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
UBE3B	ENSG00000151148	R-HSA-168256; R-HSA-1280218	Immune System; Adaptive Immune System		0	0	1		0	-0.7798515	-12.025232	10		Immune / Adaptive	Class I MHC mediated antigen processing & presentation	protein ubiquitination	0
FLRT2	ENSG00000185070	R-HSA-9006934; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Signal Transduction		0	0	1		0	8.720945	10.043668	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	0
GABRG3	ENSG00000182256	R-HSA-1236394; R-HSA-9006934; R-HSA-162582	Signaling by ERBB4; Signaling by Receptor Tyrosine Kinases; Signal Transduction	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.514954512	1	0		0	6.466057	3.085227	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	1
GFAP	ENSG00000131095	R-HSA-9006934; R-HSA-1251985; R-HSA-1236394; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Nuclear signaling by ERBB4; Signaling by ERBB4; Signal Transduction		0	0	1		0	6.54585	3.111575	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	0
MST1R	ENSG00000164078	R-HSA-9006934; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Signal Transduction		0	0	1		0	8.672425	9.622434	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	0
MXD4	ENSG00000123933	R-HSA-1236394; R-HSA-1251985; R-HSA-9006934; R-HSA-162582	Signaling by ERBB4; Nuclear signaling by ERBB4; Signaling by Receptor Tyrosine Kinases; Signal Transduction	"SORL1.null, AD_MIX"	0.125616693	1	0		0	6.5636053	3.1684206	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	0
PDGFC	ENSG00000145431	R-HSA-9006934; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Signal Transduction	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.390466348	1	0		0	9.274324	10.242429	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	0
REST	ENSG00000084093	R-HSA-9006934; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Signal Transduction	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.316599025	1	0		0	9.004345	9.939614	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	1
SPRY1	ENSG00000164056	R-HSA-9006934; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Signal Transduction	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.398070337	1	0		0	9.113124	10.063419	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	1
WWOX	ENSG00000186153	R-HSA-9006934; R-HSA-1251985; R-HSA-1236394; R-HSA-162582	Signaling by Receptor Tyrosine Kinases; Nuclear signaling by ERBB4; Signaling by ERBB4; Signal Transduction		0	0	1		0	6.157283	2.756532	11		Tyrosine / Kinases / Transduction	Signaling by Receptor Tyrosine Kinases	system development*	1
C8B	ENSG00000021852	R-HSA-168249; R-HSA-166658; R-HSA-977606; R-HSA-168256	Innate Immune System; Complement cascade; Regulation of Complement cascade; Immune System		0	0	1		0	5.5851984	15.497359	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
C9	ENSG00000113600	R-HSA-168249; R-HSA-166658; R-HSA-977606; R-HSA-168256	Innate Immune System; Complement cascade; Regulation of Complement cascade; Immune System	"SORL1.null, AD_MIX"	0.082165326	1	0		0	5.505338	15.363984	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
CD46	ENSG00000117335	R-HSA-168249; R-HSA-166658; R-HSA-977606; R-HSA-168256	Innate Immune System; Complement cascade; Regulation of Complement cascade; Immune System		0	0	1		0	5.8242164	15.252171	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
CFHR5	ENSG00000134389	R-HSA-168249; R-HSA-166658; R-HSA-977606; R-HSA-168256	Innate Immune System; Complement cascade; Regulation of Complement cascade; Immune System	"PSEN1.Intron4, SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.753775592	1	0		0	5.7832403	15.026043	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
CR1	ENSG00000203710	R-HSA-168249; R-HSA-6798695; R-HSA-166658; R-HSA-977606; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Complement cascade; Regulation of Complement cascade; Immune System	"APP.V717I, AD_MONO.MIX, AD_MIX"	0.455136464	1	1		0	5.9767914	15.51083	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
ECSIT	ENSG00000130159	R-HSA-168249; R-HSA-168898; R-HSA-166016; R-HSA-168256	Innate Immune System; Toll-like Receptor Cascades; Toll Like Receptor 4 (TLR4) Cascade; Immune System	"PSEN1.Intron4, AD_MIX"	0.134306966	1	0		0	4.594957	13.97276	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
MAPK10	ENSG00000109339	R-HSA-168249; R-HSA-168898; R-HSA-166016; R-HSA-168256	Innate Immune System; Toll-like Receptor Cascades; Toll Like Receptor 4 (TLR4) Cascade; Immune System		0	0	1		0	4.5057874	14.074931	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
TANK	ENSG00000136560	R-HSA-168249; R-HSA-168898; R-HSA-166016; R-HSA-168256	Innate Immune System; Toll-like Receptor Cascades; Toll Like Receptor 4 (TLR4) Cascade; Immune System		0	0	1		0	4.2236295	14.385631	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
TLR4	ENSG00000136869	R-HSA-168249; R-HSA-168898; R-HSA-1280218; R-HSA-166016; R-HSA-168256	Innate Immune System; Toll-like Receptor Cascades; Adaptive Immune System; Toll Like Receptor 4 (TLR4) Cascade; Immune System	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.360955628	1	0		0	4.1801653	14.488188	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	1
TLR8	ENSG00000101916	R-HSA-168249; R-HSA-168898; R-HSA-168256	Innate Immune System; Toll-like Receptor Cascades; Immune System	"PSEN1.Intron4, AD_IND, AD_MONO.MIX, AD_MIX"	0.448039408	1	0		0	5.158886	14.7796755	12		Immune / Cascade / Innate	Innate Immune System	activation of immune response	0
ABCA13	ENSG00000179869	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System		0	0	1		0	10.633876	-14.895531	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
CANT1	ENSG00000171302	R-HSA-168249; R-HSA-6798695; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Immune System	"SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.341583561	1	0		0	10.345435	-14.11119	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
CEACAM3	ENSG00000170956	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System		0	0	1		0	9.931621	-14.442467	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
CLEC4C	ENSG00000198178	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System	SORL1.null	0.011405984	1	0		0	10.382543	-13.793725	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
CMTM6	ENSG00000091317	R-HSA-168249; R-HSA-6798695; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Immune System	"SORL1.null, AD_MIX"	0.116383277	1	0		0	9.956082	-14.484995	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	1
CNN2	ENSG00000064666	R-HSA-168249; R-HSA-6798695; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Immune System		0	0	1		0	10.787115	-13.959219	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
CRISP3	ENSG00000096006	R-HSA-168249; R-HSA-6798695; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Immune System		0	0	1		0	10.712242	-13.942123	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
ENPP4	ENSG00000001561	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.139353661	1	1		0	10.5968685	-14.812778	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
GRN	ENSG00000030582	R-HSA-168249; R-HSA-6798695; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Immune System		0	0	1		0	10.4211855	-14.95389	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
GUSB	ENSG00000169919	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System		0	0	1		0	9.826297	-14.809416	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
ILF2	ENSG00000143621	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System	"PSEN1.Intron4, SORL1.null, AD_IND, AD_MONO.MIX, AD_MIX"	0.529457914	1	0		0	10.70512	-15.173096	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	1
KLRC2	ENSG00000205809	R-HSA-168249; R-HSA-2172127; R-HSA-168256	Innate Immune System; DAP12 interactions; Immune System	"SORL1.null, AD_MONO.MIX, AD_MIX"	0.264276339	1	0		0	11.129069	-13.810736	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
LTA4H	ENSG00000111144	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System	"SORL1.null, AD_MIX"	0.088683031	1	0		0	10.106901	-14.204353	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
MBL2	ENSG00000165471	R-HSA-168249; R-HSA-166658; R-HSA-168256	Innate Immune System; Complement cascade; Immune System	PSEN1.Intron4	0.034217951	1	0		0	10.066154	-15.3780155	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
MCEMP1	ENSG00000183019	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	10.48195	-15.14218	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
MPO	ENSG00000005381	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System		0	0	1		0	11.019664	-14.245561	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
NHLRC3	ENSG00000188811	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System	"SORL1.null, AD_MIX"	0.082165326	1	0		0	10.927235	-14.584002	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
RAP2B	ENSG00000181467	R-HSA-168249; R-HSA-6798695; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Immune System		0	0	1		0	11.183935	-14.406881	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
S100P	ENSG00000163993	R-HSA-168249; R-HSA-6798695; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Immune System	"SORL1.null, AD_MIX"	0.150601228	1	0		0	10.521069	-14.873435	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
SLC27A2	ENSG00000140284	R-HSA-168249; R-HSA-6798695; R-HSA-168256	Innate Immune System; Neutrophil degranulation; Immune System	"PSEN1.Intron4, AD_MIX"	0.082165326	1	1		0	10.269559	-14.192838	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
SLC2A5	ENSG00000142583	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System	"SORL1.null, AD_MIX"	0.125616693	1	0		0	10.975996	-14.666126	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
TARM1	ENSG00000248385	R-HSA-6798695; R-HSA-168249; R-HSA-168256	Neutrophil degranulation; Innate Immune System; Immune System	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	10.807344	-13.870167	13		Immune / Innate / Neutrophil	Neutrophil degranulation	*	0
B9D2	ENSG00000123810	R-HSA-69620; R-HSA-69278; R-HSA-1640170; R-HSA-162582	"Cell Cycle Checkpoints; Cell Cycle, Mitotic; Cell Cycle; Signal Transduction"		0	0	1		0	-10.1990595	4.615263	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	1
CCP110	ENSG00000103540	R-HSA-69275; R-HSA-2565942; R-HSA-9012999; R-HSA-453274; R-HSA-69278; R-HSA-1640170; R-HSA-162582	"G2/M Transition; Regulation of PLK1 Activity at G2/M Transition; RHO GTPase cycle; Mitotic G2-G2/M phases; Cell Cycle, Mitotic; Cell Cycle; Signal Transduction"	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-9.069003	6.261563	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
CDKN2B	ENSG00000147883	R-HSA-9006936; R-HSA-453279; R-HSA-69278; R-HSA-1640170; R-HSA-162582	"Signaling by TGFB family members; Mitotic G1 phase and G1/S transition; Cell Cycle, Mitotic; Cell Cycle; Signal Transduction"		0	0	1		0	-8.866551	5.247135	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
CENPM	ENSG00000100162	R-HSA-69278; R-HSA-69620; R-HSA-1640170; R-HSA-162582	"Cell Cycle, Mitotic; Cell Cycle Checkpoints; Cell Cycle; Signal Transduction"	"PSEN1.Intron4, AD_MIX"	0.118012704	1	0		0	-10.798573	4.28416	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
CENPQ	ENSG00000031691	R-HSA-69278; R-HSA-69620; R-HSA-1640170; R-HSA-162582	"Cell Cycle, Mitotic; Cell Cycle Checkpoints; Cell Cycle; Signal Transduction"		0	0	1		0	-10.359964	5.099249	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
CKAP5	ENSG00000175216	R-HSA-69275; R-HSA-69620; R-HSA-2565942; R-HSA-453274; R-HSA-69278; R-HSA-1640170; R-HSA-162582	"G2/M Transition; Cell Cycle Checkpoints; Regulation of PLK1 Activity at G2/M Transition; Mitotic G2-G2/M phases; Cell Cycle, Mitotic; Cell Cycle; Signal Transduction"	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-9.6639805	5.509286	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
CLIP1	ENSG00000130779	R-HSA-5663202; R-HSA-69278; R-HSA-69620; R-HSA-162582; R-HSA-1640170	"Diseases of signal transduction by growth factor receptors and second messengers; Cell Cycle, Mitotic; Cell Cycle Checkpoints; Signal Transduction; Cell Cycle"	"PSEN1.Intron4, AD_MONO.MIX"	0.120735958	1	0		0	-9.558889	6.57515	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
INCENP	ENSG00000149503	R-HSA-69278; R-HSA-69620; R-HSA-1640170; R-HSA-162582	"Cell Cycle, Mitotic; Cell Cycle Checkpoints; Cell Cycle; Signal Transduction"	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.211048415	1	0		0	-10.323703	5.0092907	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
LBR	ENSG00000143815	R-HSA-9012999; R-HSA-69278; R-HSA-1640170; R-HSA-162582	"RHO GTPase cycle; Cell Cycle, Mitotic; Cell Cycle; Signal Transduction"		0	0	1		0	-8.487083	5.7083707	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
PAFAH1B1	ENSG00000007168	R-HSA-69620; R-HSA-453274; R-HSA-2565942; R-HSA-199991; R-HSA-69278; R-HSA-69275; R-HSA-1640170; R-HSA-5653656; R-HSA-162582	"Cell Cycle Checkpoints; Mitotic G2-G2/M phases; Regulation of PLK1 Activity at G2/M Transition; Membrane Trafficking; Cell Cycle, Mitotic; G2/M Transition; Cell Cycle; Vesicle-mediated transport; Signal Transduction"	"PSEN1.Intron4, AD_MONO.MIX, AD_MIX"	0.175201038	1	0		0	-8.023847	6.301417	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
PMF1	ENSG00000160783	R-HSA-69620; R-HSA-69278; R-HSA-162582; R-HSA-1640170	"Cell Cycle Checkpoints; Cell Cycle, Mitotic; Signal Transduction; Cell Cycle"		0	0	1		0	-10.068684	4.787264	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
SKA2	ENSG00000182628	R-HSA-69620; R-HSA-69278; R-HSA-1640170; R-HSA-162582	"Cell Cycle Checkpoints; Cell Cycle, Mitotic; Cell Cycle; Signal Transduction"	"PSEN1.Intron4, AD_MIX"	0.082165326	1	0		0	-10.720562	4.434992	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
SPC24	ENSG00000161888	R-HSA-69278; R-HSA-69620; R-HSA-162582; R-HSA-1640170	"Cell Cycle, Mitotic; Cell Cycle Checkpoints; Signal Transduction; Cell Cycle"		0	0	1		0	-11.022875	4.910911	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
STAG1	ENSG00000118007	R-HSA-69278; R-HSA-9006931; R-HSA-69242; R-HSA-1640170; R-HSA-162582	"Cell Cycle, Mitotic; Signaling by Nuclear Receptors; S Phase; Cell Cycle; Signal Transduction"		0	0	1		0	-8.050274	5.413776	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
VRK2	ENSG00000028116	R-HSA-69278; R-HSA-9012999; R-HSA-162582; R-HSA-1640170	"Cell Cycle, Mitotic; RHO GTPase cycle; Signal Transduction; Cell Cycle"		0	0	1		0	-8.322069	5.8890424	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
ZWILCH	ENSG00000174442	R-HSA-69278; R-HSA-69620; R-HSA-1640170; R-HSA-162582	"Cell Cycle, Mitotic; Cell Cycle Checkpoints; Cell Cycle; Signal Transduction"	"SORL1.null, AD_MIX"	0.082165326	1	0		0	-10.780426	4.9439807	14		Cycle / Cell / Mitotic	Amplification of signal from the kinetochores	cell cycle	0
CCNE2	ENSG00000175305	R-HSA-69278; R-HSA-69620; R-HSA-69239; R-HSA-69052; R-HSA-69206; R-HSA-69242; R-HSA-69239; R-HSA-453279; R-HSA-69306; R-HSA-1640170	"Cell Cycle, Mitotic; Cell Cycle Checkpoints; Synthesis of DNA; Switching of origins to a post-replicative state; G1/S Transition; S Phase; Synthesis of DNA; Mitotic G1 phase and G1/S transition; DNA Replication; Cell Cycle"	"APP.V717I, AD_IND, AD_MONO.MIX, AD_MIX"	0.311167605	1	0		0	-12.943716	6.9602265	15		Dna / Cell / Cycle	Synthesis of DNA	DNA-templated DNA replication	1
CDC6	ENSG00000094804	R-HSA-69052; R-HSA-453279; R-HSA-69206; R-HSA-69239; R-HSA-69242; R-HSA-69239; R-HSA-69278; R-HSA-69620; R-HSA-68867; R-HSA-1640170; R-HSA-69306	"Switching of origins to a post-replicative state; Mitotic G1 phase and G1/S transition; G1/S Transition; Synthesis of DNA; S Phase; Synthesis of DNA; Cell Cycle, Mitotic; Cell Cycle Checkpoints; Assembly of the pre-replicative complex; Cell Cycle; DNA Replication"	"SORL1.null, AD_MIX"	0.088683031	1	0		0	-12.478163	7.364309	15		Dna / Cell / Cycle	Synthesis of DNA	DNA-templated DNA replication	0
